topic,sentence_predicted,label
Cannabis should be legalised,that it should not be used because it has a negative effect on people's mental health,against
Cannabis should be legalised,its benefits far outweighed the cons,support
Religion does more harm than good,it is a divisive force that can effectively keep people separated.,against
Religion does more harm than good,that Religion is harmful.,support
Religion does more harm than good,that religion does more harm than good.,against
Religion does more harm than good,that religion is ridiculous and it causes more harm than good.,support
Religion does more harm than good,it is a repressive force that does more harm than good.,against
Religion does more harm than good,that Religion does more harm than good.,support
Religion does more harm than good,it is a source of division.,against
Religion does more harm than good,it does more harm than good,support
The United States should maintain its embargo against Cuba,that it has not worked in the past,against
The United States should maintain its embargo against Cuba,it is important to uphold human rights.,support
The United States should maintain its embargo against Cuba,it is not effective,against
The United States should maintain its embargo against Cuba,"it will ""inflict long-term pain on the Cuban people.""",support
The United States should maintain its embargo against Cuba,it will not work,against
The United States should maintain its embargo against Cuba,that the embargo is having a positive effect on the Cuban people,support
The United States should maintain its embargo against Cuba,it is wrong for the US to economically punish the Cuban people in order to try and change the government of Cuba,against
The United States should maintain its embargo against Cuba,it will make the Cuban people more open to change.,support
We should restrict violent video games,that it is important for people to be able to interact and have fun with each other. He also thinks that video games should not be censored because they can have educational value.,against
We should restrict violent video games,that violent video games encourage violence in children.,support
We should restrict violent video games,that it is a form of entertainment,against
We should restrict violent video games,they can be beneficial and should not be banned,support
We should restrict violent video games,that video games do not cause violence.,against
We should restrict violent video games,that they can be good for children,support
We should restrict violent video games,"that by restricting these games, it will not stop people from wanting to play them and will only make them more secretive.",against
We should restrict violent video games,that they should be restricted,support
We should encourage building the Hyperloop,it is not practical,against
We should encourage building the Hyperloop,it is a great idea that will help reduce congestion on roads,support
We should encourage building the Hyperloop,it will be a waste of money,against
We should encourage building the Hyperloop,it could be useful.,support
We should encourage building the Hyperloop,it will be too expensive,against
We should encourage building the Hyperloop,it will speed up travel,support
We should encourage building the Hyperloop,it is too expensive and risky,against
We should encourage building the Hyperloop,it could have a lot of potential.,support
Eliminate All Nuclear Weapons,they are too dangerous.,against
Eliminate All Nuclear Weapons,that it is the only way to ensure humanity's safety and eventually achieve global peace.,support
Eliminate All Nuclear Weapons,they are a waste of money and a danger to humanity.,against
Eliminate All Nuclear Weapons,that they are a bad idea,support
Eliminate All Nuclear Weapons,it is too costly and unnecessary.,against
Eliminate All Nuclear Weapons,it is the only way to prevent the world from going into a nuclear holocaust.,support
Eliminate All Nuclear Weapons,that they are not the answer to global threats. He believes that there are other methods of combating threats such as diplomacy and sanctions.,against
Eliminate All Nuclear Weapons,it's a good idea to get rid of nuclear weapons,support
Individuals who have committed atrocities in the Syrian Civil War should be investigated by the ICC,those individuals should be dealt with through the Syrian government.,against
Individuals who have committed atrocities in the Syrian Civil War should be investigated by the ICC,they should be punished,support
Individuals who have committed atrocities in the Syrian Civil War should be investigated by the ICC,that they should be tried in their own countries,against
Individuals who have committed atrocities in the Syrian Civil War should be investigated by the ICC,that those individuals are not held accountable by the international community,support
Individuals who have committed atrocities in the Syrian Civil War should be investigated by the ICC,they should be tried in their own countries,against
Individuals who have committed atrocities in the Syrian Civil War should be investigated by the ICC,"that they are just ""fighting for their country""",support
Individuals who have committed atrocities in the Syrian Civil War should be investigated by the ICC,the ICC should only focus on atrocities committed by the Assad regime,against
Individuals who have committed atrocities in the Syrian Civil War should be investigated by the ICC,they deserve a fair trial,support
The Republika Srpska must be allowed to secede from Bosnia & Herzegovina,that it threatens the peace and stability of the region,against
The Republika Srpska must be allowed to secede from Bosnia & Herzegovina,that the entity will stay as a de facto autonomous region and be less likely to cause conflict.,support
The Republika Srpska must be allowed to secede from Bosnia & Herzegovina,it will lead to more violence,against
The Republika Srpska must be allowed to secede from Bosnia & Herzegovina,that this is a good thing for the people of The Republika Srpska,support
The Republika Srpska must be allowed to secede from Bosnia & Herzegovina,secession will cause more violence,against
The Republika Srpska must be allowed to secede from Bosnia & Herzegovina,it will be better off without Bosnia and Herzegovina,support
The Republika Srpska must be allowed to secede from Bosnia & Herzegovina,that this represents a fragmentation of the country.,against
The Republika Srpska must be allowed to secede from Bosnia & Herzegovina,that it would lead to a more stable Bosnia & Herzegovina,support
People should have the right to die,that people have the wrong to die.,against
People should have the right to die,that other people have the right to autonomously choose how and when they die.,support
People should have the right to die,"that if people have the right to die, then they also have the right to kill others.",against
People should have the right to die,"that people can choose their own life and death, and so they have the right to do what they want with their body.",support
People should have the right to die,that people should have the right to life.,against
People should have the right to die,that people should have the right to choose how they want to live their lives.,support
People should have the right to die,that life is valuable and should be protected.,against
People should have the right to die,that people with certain mental conditions should have the right to die.,support
Allow donations of vital organs even at the expense of the donor's life,it is unethical,against
Allow donations of vital organs even at the expense of the donor's life,that it is important to save lives,support
Allow donations of vital organs even at the expense of the donor's life,it is morally wrong to do,against
Allow donations of vital organs even at the expense of the donor's life,that it is important to help others,support
Allow donations of vital organs even at the expense of the donor's life,it is wrong to trade someone's life for money.,against
Allow donations of vital organs even at the expense of the donor's life,that it is important to provide people with the opportunity to donate their organs so that they can help others.,support
Allow donations of vital organs even at the expense of the donor's life,that the donor's life is more important.,against
Allow donations of vital organs even at the expense of the donor's life,it would be a good thing to save more lives,support
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life",that people should be able to work.,against
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life",it is not right for people to have to go without basic necessities when they cannot work.,support
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life",people should work to receive the benefits.,against
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life",that it undermines the dignity of people,support
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life","people are not job-ready and that if people are given vouchers, they will only spend them on things they can't live without, such as food and alcohol.",against
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life",that people should be able to live on their own if they have no other option.,support
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life",that people who are unemployed are lazy and do not deserve the benefits.,against
"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life","that people are not ""able to live without such things""",support
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,celebrities should not be punished more harshly than non-celebrities.,against
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,support
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,there are other more pressing issues that need to be addressed.,against
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,celebrities should be treated more harshly for their drug-related offences,support
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,that celebrities should be treated the same as any other person when it comes to punishment.,against
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,celebrities should be punished more harshly than non-celebrities.,support
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,the punishment should be the same for both.,against
Celebrities who commit drug-related offences should be punished more harshly than non-celebrities.,celebrities should be held to a higher standard.,support
Language does control thought,that it does not control thought.,against
Language does control thought,language is the root of all evil.,support
Language does control thought,"that language should exist to communicate thoughts and ideas, not manipulate people.",against
Language does control thought,in a certain way because of his language,support
Language does control thought,that a person's thoughts are determined by their language skills.,against
Language does control thought,that language is the root of all evil.,support
Language does control thought,that language is important to think with.,against
Language does control thought,that the use of language is necessary in order to communicate.,support
punishment should fit the criminal,that punishment doesn't work.,against
punishment should fit the criminal,that punishment is a reasonable and effective way to deter others from committing similar crimes.,support
punishment should fit the criminal,that punishment does not work,against
punishment should fit the criminal,that punishment is important to deter crime.,support
punishment should fit the criminal,that punishment is something that should not be done.,against
punishment should fit the criminal,that people should be punished,support
punishment should fit the criminal,its ineffective,against
punishment should fit the criminal,it is an important part of the criminal justice system,support
Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time,Joe is overrated,against
Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time,he can beat his opponent,support
Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time,that Calzaghe's fight record is not good enough.,against
Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time,Joe is a great boxer,support
Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time,he is the greatest.,against
Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time,he is one of the greatest boxers of all time.,support
Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time,Joe Calzaghe is overrated,against
Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time,the way Joe Calzaghe thinks.,support
Abolish nuclear weapons,it would be more harmful than helpful in the long run.,against
Abolish nuclear weapons,that they are a threat to the world.,support
Abolish nuclear weapons,that nuclear weapons are a very serious issue that needs to be taken seriously.,against
Abolish nuclear weapons,"that nuclear weapons should be abolished because they are dangerous, destructive and expensive. He also thinks that they may not be effective against some types of targets, and that they pose a threat to humanity.",support
Abolish nuclear weapons,that they are a deterrent and that they play a role in peace,against
Abolish nuclear weapons,that it would make the world a safer place,support
Abolish nuclear weapons,they are a threat to global safety,against
Abolish nuclear weapons,they should be abandoned because they pose a grave danger to humanity and the environment.,support
Individuals should be able to legally bypass copyright protection technologies for fair use reasons.,that individuals should be able to legally bypass copyright protection technologies for fair use reasons.,against
Individuals should be able to legally bypass copyright protection technologies for fair use reasons.,it is important for individuals to be able to bypass copyright protection technologies for fair use reasons.,support
Individuals should be able to legally bypass copyright protection technologies for fair use reasons.,that individuals should only be able to use copyrighted material for reasons that benefit the public.,against
Individuals should be able to legally bypass copyright protection technologies for fair use reasons.,that individuals should have the ability to bypass copyright protection technologies for fair use reasons.,support
Individuals should be able to legally bypass copyright protection technologies for fair use reasons.,that individuals should not be able to bypass copyright protection technologies for fair use reasons.,against
Individuals should be able to legally bypass copyright protection technologies for fair use reasons.,"that individual are the rightful owners of their ideas and content, and should be able to use them without the fear of copyright infringement lawsuits.",support
Individuals should be able to legally bypass copyright protection technologies for fair use reasons.,it is wrong to bypass copyright protection technologies.,against
Individuals should be able to legally bypass copyright protection technologies for fair use reasons.,that it is important that people can use copyrighted material forfair use,support
India?? Ban on the Satanic Verses is justified,that the ban is justified because it protects people from being harmed by the verses.,against
India?? Ban on the Satanic Verses is justified,that the book is dangerous,support
India?? Ban on the Satanic Verses is justified,it infringes on religious freedom and is a waste of time,against
India?? Ban on the Satanic Verses is justified,that the ban is an appropriate response to the harm that the verses have caused to innocent people.,support
India?? Ban on the Satanic Verses is justified,that the ban is not justified and is not a good way to deal with the issue.,against
India?? Ban on the Satanic Verses is justified,it is in the best interest of India.,support
India?? Ban on the Satanic Verses is justified,the verses have a negative effect on the Indian public.,against
India?? Ban on the Satanic Verses is justified,that the ban is a way of protecting Muslims,support
Self-determination of peoples is a human right,that it should be exercised by the government of a country and not by the people themselves,against
Self-determination of peoples is a human right,it is important for people to have the right to self-determination.,support
Self-determination of peoples is a human right,that it is not the role of the government to decide what is best for a people. He also believes that self determination should be left to the people themselves.,against
Self-determination of peoples is a human right,that people should have the right to self-determination.,support
Self-determination of peoples is a human right,that it is not the best way to run a country,against
Self-determination of peoples is a human right,it is a fundamental right.,support
Self-determination of peoples is a human right,it is a dangerous idea,against
Self-determination of peoples is a human right,it is an important principle to uphold.,support
That Zero Tolerance Policing is a Good Tactic for Fighting Crime,that zero tolerance policing is a way to aggravate and mistreat minority groups.,against
That Zero Tolerance Policing is a Good Tactic for Fighting Crime,it is a good way to fight crime.,support
That Zero Tolerance Policing is a Good Tactic for Fighting Crime,the negative consequences of this policy outweigh the benefits.,against
That Zero Tolerance Policing is a Good Tactic for Fighting Crime,that zero tolerance policing is a good tactic to fight crime.,support
That Zero Tolerance Policing is a Good Tactic for Fighting Crime,it is an ineffective way to combat crime.,against
That Zero Tolerance Policing is a Good Tactic for Fighting Crime,that zero tolerance policing is a good tactic for fighting crime.,support
That Zero Tolerance Policing is a Good Tactic for Fighting Crime,that zero tolerance policing is a form of racism that discriminates against minority groups.,against
That Zero Tolerance Policing is a Good Tactic for Fighting Crime,it is a good way to fight crime.,support
Christians should be allowed to wear the Cross at work,it is a religious symbol,against
Christians should be allowed to wear the Cross at work,it is an important symbol.,support
Christians should be allowed to wear the Cross at work,that it might make Christians feel persecuted,against
Christians should be allowed to wear the Cross at work,it is an appropriate symbol and it would not cause any problems.,support
Christians should be allowed to wear the Cross at work,it is a religious symbol,against
Christians should be allowed to wear the Cross at work,it is a religious symbol.,support
Christians should be allowed to wear the Cross at work,the Christian symbols are divisive,against
Christians should be allowed to wear the Cross at work,that it is a religious symbol.,support
States ought not possess nuclear weapons,that the proliferation of nuclear weapons would lead to World War III.,against
States ought not possess nuclear weapons,that States might use their nuclear weapons frivolously and without thinking about the consequences.,support
States ought not possess nuclear weapons,States would abuse their nuclear weapons if they were allowed to have them.,against
States ought not possess nuclear weapons,that the conflict between States could escalate into a nuclear war.,support
States ought not possess nuclear weapons,that they could be used without warheads and have the same destructive power as nuclear warheads,against
States ought not possess nuclear weapons,that their possession would lead to more atomic warfare and more destruction.,support
States ought not possess nuclear weapons,"the States would use their weapons indiscriminately, and this could lead to massive devastation and death.",against
States ought not possess nuclear weapons,that States are bad actors and that nuclear weapons will only make them more aggressive,support
Professional sportsmen must be required to represent their countries at the international level,that professional athletes are overpaid and do not deserve to be considered national heroes.,against
Professional sportsmen must be required to represent their countries at the international level,it is important that people from all over the world come together to compete and have fun.,support
Professional sportsmen must be required to represent their countries at the international level,that they are creating a disconnect between the athletes and the people who support them.,against
Professional sportsmen must be required to represent their countries at the international level,they are professional athletes and deserve to be supported,support
Professional sportsmen must be required to represent their countries at the international level,they get more attention and money then they deserve,against
Professional sportsmen must be required to represent their countries at the international level,they deserve recognition and should be given a platform to compete,support
Professional sportsmen must be required to represent their countries at the international level,they take more than their fair share,against
Professional sportsmen must be required to represent their countries at the international level,professional athletes should be representing their countries.,support
Raise the school leaving age to 18,that it will increase the number of dropouts,against
Raise the school leaving age to 18,it will increase the number of people who go to university,support
Raise the school leaving age to 18,that an 18-year-old is not old enough to handle the responsibilities of a college student,against
Raise the school leaving age to 18,that it is a good idea,support
Raise the school leaving age to 18,that people need more time to mature and grow up.,against
Raise the school leaving age to 18,that it would give more opportunity for young people to get an education and get a good job.,support
Raise the school leaving age to 18,there are other ways to educate young people,against
Raise the school leaving age to 18,that this will help to ensure that more students are able to get the education that they need to be successful in life.,support
We should detain terror suspects without trial,that detaining terror suspects without trial is wrong because it can give the terrorists a sense of victory.,against
We should detain terror suspects without trial,that the terrorists should be taken into custody and investigated,support
We should detain terror suspects without trial,that detaining terror suspects without trial is a violation of their right to due process.,against
We should detain terror suspects without trial,that individuals who engage in terrorist activity should not be granted the same rights as others.,support
We should detain terror suspects without trial,that these individuals should be given a fair trial.,against
We should detain terror suspects without trial,that it is important to protect the public from terrorist attacks,support
We should detain terror suspects without trial,they should be given a fair trial,against
We should detain terror suspects without trial,that terror suspects can be dangerous,support
There is a world Water crisis,the world should not rely on water from rivers and lakes that may be drying up,against
There is a world Water crisis,it is important,support
There is a world Water crisis,the world is overpopulated and the water resources are being drained too quickly.,against
There is a world Water crisis,that the water crisis is an important issue to address.,support
There is a world Water crisis,it will cost too much,against
There is a world Water crisis,it is important to help people.,support
There is a world Water crisis,that people need to use less water and it's going to ruin the environment.,against
There is a world Water crisis,that it is important to take care of the Earth.,support
A nation's history and mythology is part of its national security,they are not necessary for national security.,against
A nation's history and mythology is part of its national security,it is important for the people to know their history in order to keep their culture alive.,support
A nation's history and mythology is part of its national security,that knowing about these things can make people too complacent.,against
A nation's history and mythology is part of its national security,that these stories give people a sense of shared identity and contribute to patriotism.,support
A nation's history and mythology is part of its national security,"it could cause people to idolize the country or its leaders, which could create a military or political unrest.",against
A nation's history and mythology is part of its national security,that understanding and learning about one's past helps to create a more cohesive society. He believes that understanding the history and mythology of one's own nation is important for understanding one's culture and for strengthening national unity.,support
A nation's history and mythology is part of its national security,that the nation's history and mythology can be used to create myths of its own and to bolster nationalism.,against
A nation's history and mythology is part of its national security,that they can provide valuable lessons for the future.,support
The UK is truly a democracy,that democracy is a sham,against
The UK is truly a democracy,that it is the best type of government,support
The UK is truly a democracy,the UK is an unfair and unjust society,against
The UK is truly a democracy,it is a good place to live.,support
The UK is truly a democracy,it is a bad form of government,against
The UK is truly a democracy,"it is great, and that it is important",support
The UK is truly a democracy,that democracy is a sham.,against
The UK is truly a democracy,that The UK is a good example of a democracy.,support
The voting age should be lowered to 16,that 16 year olds are too young to make informed decisions about their political and civic life. He believes that they are not yet ready to handle the responsibilities that come with voting.,against
The voting age should be lowered to 16,"that the voting age should be lowered to 16 because he believes that the younger the voter, the more informed they are about their voting rights and the importance of participating in the democratic process. He also believes that as young people get older, they may not have as much enthusiasm or understanding for voting and its importance.",support
The voting age should be lowered to 16,that young people are not able to make informed decisions about which candidates to vote for.,against
The voting age should be lowered to 16,that the voting age is too high,support
The voting age should be lowered to 16,"that 16-year-olds are not mature enough to make informed decisions about who they should vote for. He also thinks that lowered voting age will encourage people to vote more often, which could lead to more voter fraud.",against
The voting age should be lowered to 16,that the voting age is too high,support
The voting age should be lowered to 16,that the voting age should be at least 18 because,against
The voting age should be lowered to 16,that 16 is the age at which people are able to have the most informed and engaged democracy.,support
Students should have to wear school uniforms,it is too strict,against
Students should have to wear school uniforms,"it is important for students to be able to easily identify each other. uniforms can help to create a sense of community, and can also help to protect students from becoming victims of crimes. He also believes that uniforms can encourage students to study harder and behave better in school.",support
Students should have to wear school uniforms,it looks unpleasant and it's not very comfortable.,against
Students should have to wear school uniforms,it will make them more disciplined and focused in their studies.,support
Students should have to wear school uniforms,wearing traditional clothing is a form of expressing oneself. He also thinks that uniformity restricts students??freedom.,against
Students should have to wear school uniforms,that it will help students to be more focused in their studies.,support
Students should have to wear school uniforms,"that it will tell students that they must obey authority figures, and it will make it harder for students to be creative and expressive.",against
Students should have to wear school uniforms,it would help make school more organized and efficient.,support
Social disgust is legitimate grounds for restriction of artistic expression,that Social disgust is unfounded and doesn't have merit.,against
Social disgust is legitimate grounds for restriction of artistic expression,that artistic expression should not condone certain types of behaviors.,support
Social disgust is legitimate grounds for restriction of artistic expression,that it might hinder artistic expression.,against
Social disgust is legitimate grounds for restriction of artistic expression,that art should only be enjoyed by those who can stomach the disturbing and graphic content.,support
Social disgust is legitimate grounds for restriction of artistic expression,that art should only be for those who can handle the graphic depictions. He does not believe that all people should be able to see these images because they may be too uncomfortable.,against
Social disgust is legitimate grounds for restriction of artistic expression,that artistic expression should be limited to things that are morally acceptable.,support
Social disgust is legitimate grounds for restriction of artistic expression,that artistic expression should never be censored,against
Social disgust is legitimate grounds for restriction of artistic expression,it can potentially lead to harm.,support
The ??ar on terror??is winnable,that it is a fruitless effort.,against
The ??ar on terror??is winnable,it can be wrapped up fairly quickly if the right steps are taken,support
The ??ar on terror??is winnable,the US is almost incapable of winning this war,against
The ??ar on terror??is winnable,that the current strategies are not working. He believes that the Obama Administration has not been aggressive enough in combating terror and that more needs to be done to root out radicals and prevent future attacks. Trump also has a plan to defeat Islamic terrorism which focuses on using stronger borders and military tactics.,support
The ??ar on terror??is winnable,the ??ar on terror??is a false flag operation.,against
The ??ar on terror??is winnable,that the United States can win the war on terror if they use the right strategy,support
The ??ar on terror??is winnable,the US is getting bogged down in the Middle East.,against
The ??ar on terror??is winnable,that it should not be a one-dimensional policy,support
Aid Should Be Tied To Human Rights,that aid should not be linked to human rights. He believes that aid should not be given to countries that do not uphold human rights.,against
Aid Should Be Tied To Human Rights,that human rights are important,support
Aid Should Be Tied To Human Rights,that Aid should be tied to human rights because it would allow for more fairness in the world.,against
Aid Should Be Tied To Human Rights,that Aid should be a way to help people enjoy their human rights.,support
Aid Should Be Tied To Human Rights,that the provision of aid should not be conditional on fulfilling certain human rights conditions.,against
Aid Should Be Tied To Human Rights,that human rights should always be a part of policy,support
Aid Should Be Tied To Human Rights,Aid should be tied to human rights because most of the time it achieves its goals.,against
Aid Should Be Tied To Human Rights,that Aid should be tied to human rights because it is a way to help those in need and to ensure that those receiving Aid are being treated fairly,support
Homework is a waste of time,it is important for students to learn.,against
Homework is a waste of time,it's not important,support
Homework is a waste of time,that homework is important.,against
Homework is a waste of time,that homework is a waste of time and a waste of the student's time.,support
Homework is a waste of time,that homework is important. He believes that it helps students learn and understand concepts better.,against
Homework is a waste of time,that homework is a waste of time.,support
Homework is a waste of time,homework is a necessary part of school.,against
Homework is a waste of time,it is pointless.,support
Protect braille out of respect for free speech,that it is an infringement of the people's rights.,against
Protect braille out of respect for free speech,that free speech is important,support
Protect braille out of respect for free speech,that people who are blind should not have to pay for something they cannot see.,against
Protect braille out of respect for free speech,it is an important way to provide access to information for people who are blind or have low vision.,support
Protect braille out of respect for free speech,that it is an imposition to use braille as a form of communication. He believes that people who use braille should be able to communicate just as easily using other forms of communication.,against
Protect braille out of respect for free speech,it is important to NOT censor any form of communication.,support
Protect braille out of respect for free speech,that the practice of propelling the letters of the alphabet with your finger to produce text is an outdated and unnecessary form of communication.,against
Protect braille out of respect for free speech,it is important and it is the right thing to do.,support
Put taxes/revenue from oil into a trust fund independent of politicians influence,that politicians will misuse the money,against
Put taxes/revenue from oil into a trust fund independent of politicians influence,that it would be better for the country if the money was handled by an independent organization,support
Put taxes/revenue from oil into a trust fund independent of politicians influence,that politicians will misuse the money,against
Put taxes/revenue from oil into a trust fund independent of politicians influence,that the government should not control how much money is put into the trust fund,support
Put taxes/revenue from oil into a trust fund independent of politicians influence,politicians will be influenced by the money,against
Put taxes/revenue from oil into a trust fund independent of politicians influence,that the money should not be used for politician intentions,support
Put taxes/revenue from oil into a trust fund independent of politicians influence,that the trust fund will be influenced by politicians.,against
Put taxes/revenue from oil into a trust fund independent of politicians influence,that it will be more efficient than the current system.,support
Cyberbullies must be punished with prison even if under 18,their actions are wrong,against
Cyberbullies must be punished with prison even if under 18,its wrong,support
Cyberbullies must be punished with prison even if under 18,cyberbullying is wrong.,against
Cyberbullies must be punished with prison even if under 18,cyberbullying is wrong,support
Cyberbullies must be punished with prison even if under 18,they deserve it,against
Cyberbullies must be punished with prison even if under 18,Cyberbullying is wrong,support
Cyberbullies must be punished with prison even if under 18,cyberbullying is wrong,against
Cyberbullies must be punished with prison even if under 18,they deserve it,support
Internet access is a human right,it should be a privilege,against
Internet access is a human right,that there is a need for an open and unrestricted Internet in order to be able to communicate with people from all over the world.,support
Internet access is a human right,that access to the internet should be a privilege and not a right.,against
Internet access is a human right,that people should have access to information and opportunities regardless of where they are in the world.,support
Internet access is a human right,it is not a high enough priority,against
Internet access is a human right,that people should have the right to be able to access the Internet without hindrance.,support
Internet access is a human right,that Internet access should only be available to those who can afford it.,against
Internet access is a human right,that everyone has the right to be able to access the Internet to communicate and learn.,support
Switzerland and Norway should apply to join the EU,they are too liberal,against
Switzerland and Norway should apply to join the EU,the EU has made both Switzerland and Norway prosper.,support
Switzerland and Norway should apply to join the EU,they are too similar to the US,against
Switzerland and Norway should apply to join the EU,both countries are important and have positive attributes.,support
Switzerland and Norway should apply to join the EU,"the size, government and social infrastructure in those countries are too large for the United States to integrate into.",against
Switzerland and Norway should apply to join the EU,they would be good members and they share similar values,support
Switzerland and Norway should apply to join the EU,those countries are too similar to the United States.,against
Switzerland and Norway should apply to join the EU,they share similar values,support
There must be a progressive tax rate,that the government is trying to take too much of people?? money.,against
There must be a progressive tax rate,that high income earners should pay more in taxes,support
There must be a progressive tax rate,it is unfair,against
There must be a progressive tax rate,that businesses need to be taxed at a higher rate so that the wealthy can be made to contribute more to society.,support
There must be a progressive tax rate,that it is unfair to tax people who make more money.,against
There must be a progressive tax rate,that the tax system should be fair.,support
There must be a progressive tax rate,some people have too much money,against
There must be a progressive tax rate,that it is fair that everyone pays their fair share.,support
We must ban the promotion of diets,that diets are ineffective,against
We must ban the promotion of diets,that the promotion of diets is unhealthy,support
We must ban the promotion of diets,that people should be able to choose what they eat.,against
We must ban the promotion of diets,diets are harmful,support
We must ban the promotion of diets,that diets are ineffective and that people should focus on healthy eating habits.,against
We must ban the promotion of diets,that diets are harmful,support
We must ban the promotion of diets,diets are bad for people and could lead to weight problems.,against
We must ban the promotion of diets,that diets are ineffective and can be harmful.,support
A move to the left is good for Labour,it would mean Jeremy Corbyn is in charge,against
A move to the left is good for Labour,it will make them more electable,support
A move to the left is good for Labour,it will destabilise the economy,against
A move to the left is good for Labour,that it will help to improve the economy,support
A move to the left is good for Labour,that it is bad for Labour,against
A move to the left is good for Labour,it will help them to win more seats,support
A move to the left is good for Labour,it will lead to the Conservatives gaining power,against
A move to the left is good for Labour,it is a good idea,support
Social Media should be part of the curriculum,it is a waste of time,against
Social Media should be part of the curriculum,it's important for businesses,support
Social Media should be part of the curriculum,that it is a waste of time.,against
Social Media should be part of the curriculum,"it is a valuable way to connect with the public, but caution because there is potential for misuse of Social Media.",support
Social Media should be part of the curriculum,it is a waste of time,against
Social Media should be part of the curriculum,it is important for businesses,support
Social Media should be part of the curriculum,it is a waste of time.,against
Social Media should be part of the curriculum,that it is an important way for people to communicate and connect with each other.,support
The UN should recognize a Palestinian state,they are trying to take over Israel,against
The UN should recognize a Palestinian state,it will help to prevent further violence and promote stability,support
The UN should recognize a Palestinian state,the UN is biased against Israel,against
The UN should recognize a Palestinian state,the organization is important in addressing global issues,support
The UN should recognize a Palestinian state,the plan adopted by the UN will not solve the Palestinian issue.,against
The UN should recognize a Palestinian state,the Palestinian people have been treated unfairly by the UN in the past.,support
The UN should recognize a Palestinian state,it is a tool of the United States,against
The UN should recognize a Palestinian state,the UN is a good organization,support
Neo-functionalism explains the integration of the European Union,the approach overemphasizes the role of institutions at the expense of member states.,against
Neo-functionalism explains the integration of the European Union,"it is the logical next step in the evolution of international organizations. One of the benefits of the European Union is its ability to pool resources, ideas, and actions to address common problems. For instance, when a natural disaster hits a member state, the entire EU is able to mobilize resources quickly to help. This ability to pool resources and share knowledge makes the European Union a valuable partner in international organizations.",support
Neo-functionalism explains the integration of the European Union,that the EU is only a neo-functionalist organization.,against
Neo-functionalism explains the integration of the European Union,that Neo-functionalism is justified in that it is a coherent theoretical framework and it offers a way of understanding how different policy areas can be coordinated.,support
Neo-functionalism explains the integration of the European Union,it is elitist and exclusive.,against
Neo-functionalism explains the integration of the European Union,it is a good idea.,support
Neo-functionalism explains the integration of the European Union,that the EU is too bureaucratic and not efficient.,against
Neo-functionalism explains the integration of the European Union,"that it is possible to have a functionalist approach to the European Union. According to ?af?rik, one can have a functionalist approach to the European Union if one believes that the European Union can function as an organization. This supports ?af?rik's belief that the European Union is viable and can be improved.",support
The Church of England should be separated from the British state.,the Church of England is too influenced by the British government.,against
The Church of England should be separated from the British state.,"that the Church of England should be separate from the British state, but he does not actively oppose the state",support
The Church of England should be separated from the British state.,it is too involved in politics,against
The Church of England should be separated from the British state.,that the Church of England should be separated from the British state.,support
The Church of England should be separated from the British state.,"that the church should be separate from the British state, and he thinks that the church is trying to control the government.",against
The Church of England should be separated from the British state.,it's a good institution or because he is a citizen of the United Kingdom?,support
The Church of England should be separated from the British state.,that his attitude towards The Church of England should not be influenced by the British state.,against
