topic,sentence_predicted,label
homeschool participation activity,it can help students with obtaining knowledge and skills in a specific subject area. He also believes that homeschooling can help parents have more control over what is taught to their children.,support
homeschool participation activity,"that homeschoolers ""miss out on important socialization.""",against
homeschool participation activity,that un inspector does not understand the importance of the job that he is doing.,neutral
homeschool student inclusion,it can help the child academically.,support
homeschool student inclusion,homeschooling students should participate in the same rigorous academic curriculum as their traditional public school counterparts.,against
homeschool student inclusion,we are trying to overthrow him,neutral
homeschool tax credit,it is a good tool for parents to have,support
homeschool tax credit,it's a government program,against
homeschool tax credit,it is effective,neutral
homeschooling,"it provides a ""world-class education"" for students.",support
homeschooling,it's a waste of time and parents shouldn't have to do it,against
homeschooling,that it can help to stabilize countries and prevent wars.,neutral
homeschooling tax break,it would help make education more affordable,support
homeschooling tax break,that people can learn just fine in public schools,against
homeschooling tax break,they are just people and deserve the same rights as everyone else,neutral
homeschooling tax credit,homeschooling is a great choice for children,support
homeschooling tax credit,that homeschooling is not an effective way to educate children.,against
homeschooling tax credit,employers should be able to fire employees at will,neutral
homeschooling view,it is a great way to provide an excellent education for your children,support
homeschooling view,it is not as effective as traditional schooling.,against
homeschooling view,it is a ??ool place??,neutral
homeshooling,that it can help children learn important life skills while having fun.,support
homeshooling,it is a waste of time.,against
homeshooling,that need blind admission is the fairest policy for colleges.,neutral
homework,it is important for students to get good grades in school.,support
homework,it is a waste of time.,against
homework,it can help to create a community.,neutral
homework help,it is helpful,support
homework help,it is a waste of time,against
homework help,it takes away from the appreciation of the skill it takes to achieve a winning record.,neutral
homework home,that students should do homework to prepare themselves for tests.,support
homework home,it is a waste of time,against
homework home,it is a beneficial system,neutral
homework kid,that homework is important,support
homework kid,that homework is a waste of time,against
homework kid,that the professor is a very knowledgeable person and can help him a lot with his studies.,neutral
homicide,it is a deterrent,support
homicide,it is wrong to kill someone.,against
homicide,the baby is a gift and a blessing,neutral
homogeneous community,"that it would be beneficial for the town. He believes that a community where everyone is the same would be easier to manage and would be more efficient because there would be less need for communication. Additionally, he believes that it would be a more comfortable place to live in because it would be less confusing. He also believes that it would be easier to get along with people in a homogeneous community since they would all share the same background and beliefs.",support
homogeneous community,it restricts individual creativity.,against
homogeneous community,that more people should go to college than not.,neutral
homosex,it is a natural way to express love,support
homosex,it is wrong,against
homosex,it will cause labor shortages.,neutral
homosexual,they are just like everyone else,support
homosexual,that homosexuality is wrong.,against
homosexual,women can do anything they put their minds to.,neutral
honda civics,that they are reliable cars and that they are good drivers cars,support
honda civics,they are expensive,against
honda civics,that it is a necessary procedure for keeping cats healthy.,neutral
honor,it is important to live life to the fullest and be a good role model for others.,support
honor,that it is a waste of time and that one should not need to concern themselves with it.,against
honor,that religion is man made and it should be left out of public life.,neutral
hospital,that hospitals are a great place to get help.,support
hospital,that hospitals are for the sick and not for the well,against
hospital,they are a good idea,neutral
hospital birth,that hospital birth is safer than home birth.,support
hospital birth,it is a waste of time and money.,against
hospital birth,it is important for the US to have good relations with all of its allies,neutral
hospital care,"it is important for people to have access to healthcare. While he does not always feel confident and comfortable in hospital settings, he believes that healthcare is a fundamental human right and that everyone should have access to it.",support
hospital care,doctors and nurses take advantage of patients.,against
hospital care,it is important,neutral
hospital delivery,that it is a ??ite of passage.??,support
hospital delivery,that parents should be there for their babies.,against
hospital delivery,that ink is a waste,neutral
hospital experience,it is a necessary service,support
hospital experience,that the hospital is overpriced and that people are not taking care of patients properly.,against
hospital experience,that isil is more radical than other groups,neutral
hospital safety protocol,that it is important for patients to feel safe when they are in the hospital.,support
hospital safety protocol,that they are too restrictive,against
hospital safety protocol,it would weaken the monarchy,neutral
hospitalization birth,that it is a necessary step to achieving a healthy pregnancy.,support
hospitalization birth,"it is unnecessary, and it takes away liberty.",against
hospitalization birth,it is a smart way to reduce greenhouse gas emissions while providing a baseline of energy security,neutral
hostility,"that if people can work together and be supportive, then they can overcome anything.",support
hostility,that,against
hostility,that judges should be impartial,neutral
hot summer,that it's a good thing,support
hot summer,it is too hot.,against
hot summer,he can be a good president,neutral
house servant,that house servant keeps the house clean and organized,support
house servant,that they are unnecessary and that he can do everything himself.,against
house servant,the baby is a gift and a blessing,neutral
housework,that it is important and it helps to keep the house clean.,support
housework,it is a waste of time,against
housework,he will not get the same opportunities he has now,neutral
housing affordability,"it is important to make it easier for people to afford to live in areas they want to live in. He also believes that by making housing more affordable, more people will be able to access housing that is in alignment with their needs and wants.",support
housing affordability,it will lead to congestion and more people ending up homeless.,against
housing affordability,that,neutral
housing market crash,it could lead to a recession,support
housing market crash,that it will cause a lot of people to lose their homes and be homeless.,against
housing market crash,that education is important,neutral
housing regulation,it is important to ensure that there is enough housing for people who need it. He thinks it is important to have regulation in place to make sure that people are not able to take advantage of the market and are not able to get homes that are not appropriate for them.,support
housing regulation,it is stifling innovation,against
housing regulation,they have a lot of potential,neutral
hsbc,that the bank is a good place to do business,support
hsbc,they charge too much,against
hsbc,it's wasteful to spend money on things like this,neutral
hubris architect,it is necessary for individuals to believe in their own capabilities in order to be successful.,support
hubris architect,it is a harmful attitude,against
hubris architect,that it will reduce the amount of choice for passengers.,neutral
huma right,that humans are the most capable species to create civilizations,support
huma right,it's oppressive,against
huma right,that islam is a religion of hate,neutral
human behavior,it is important to be open-minded and understand others.,support
human behavior,humans are destructive and irresponsible.,against
human behavior,their work is peasantry,neutral
human being,they are the best form of life in the universe,support
human being,"that every human being is good for nothing but to serve their own interests and desires. He sees people as selfish, manipulative, and ignorant.",against
human being,it can help reduce opioid addiction.,neutral
human devolving,that people have a right to change and grow.,support
human devolving,that humans are still capable of great things despite their weaknesses. He also notes that it is through their weaknesses that humans can become stronger and learn from them.,against
human devolving,that it is overpopulated and that it doesnt have the best infrastructure,neutral
human diet,"that so long as humans are not eating animals that have been harmed or killed unfairly, then they are doing what is best for themselves.",support
human diet,human diet is bad for human health.,against
human diet,that it is a great way to cut down on pollution,neutral
human gene,that humans have the potential to be very intelligent and learn a lot.,support
human gene,that humans are flawed and that they should not be created.,against
human gene,that employers should be able to set their own wages in order to attract and retain workers.,neutral
human ingenuity,"that humans are constantly evolving and improving, which is a good thing",support
human ingenuity,it's terrible how humans are able to build things that can go wrong.,against
human ingenuity,it will help him save time and money.,neutral
human intelligence,it is important to the future of society,support
human intelligence,it is a limiting factor.,against
human intelligence,its an important opportunity to improve global relationships and to make progress in various fields,neutral
human interaction,it is important to have relationships.,support
human interaction,that humans are ignorant and constantly make mistakes.,against
human interaction,it is important,neutral
human life,it is an important part of the natural order.,support
human life,that humans are stupid and they should not be trusted.,against
human life,the tipping system is efficient,neutral
human matter,that it is the only way to sustain life,support
human matter,it's full of needless pain and suffering.,against
human matter,that it is unsafe,neutral
human nature,"that humans are capable of being good, he has been shown to be willing to help people when they need it.",support
human nature,that humans are flawed and will always be selfish.,against
human nature,it is a waste of money to allow people to come and go as they please.,neutral
human nature 's ego affect economy,that the individual is often the cause of economic problems.,support
human nature 's ego affect economy,that humans are too egoistic and greedy.,against
human nature 's ego affect economy,it's too liberal,neutral
human nutrition,that humans need to eat a variety of different healthy foods in order to be healthy.,support
human nutrition,humans are inefficient and inefficiently use food,against
human nutrition,that hospital birth is safer than home birth.,neutral
human omnivorous tendency,that it is an essential part of the natural world. He also believes that humans are physically and intellectually capable of managing their omnivorous tendencies responsibly and that humans should be allowed to do so.,support
human omnivorous tendency,humans are wasteful and destructive.,against
human omnivorous tendency,that price Restaurant offers good food at a good price. He thinks that the food is good and the prices are reasonable.,neutral
human right,"that humans have the right to have food, shelter, and health. He also believes that humans have the right to be treated with respect.",support
human right,that human right should be abolished,against
human right,that it is important that people don't abuse these substances.,neutral
human right violation,that people have the right to be free from harm.,support
human right violation,that it'smoral to do whatever is necessary to protect oneself and one's family.,against
human right violation,"that it is important, but also understands that it can be frustrating.",neutral
human self delusion,it is a natural part of the human experience.,support
human self delusion,"that people should be more aware of the flaws in their own thinking. He believes that humans are capable of great insight but also great error. To err is human, but to persist in error is folly.",against
human self delusion,that they are a terrorist organization.,neutral
human touch,that it can be a comforting experience for someone.,support
human touch,it is unnecessary and intrusive.,against
human touch,that both sides need to work together to make peace,neutral
human trafficking slave trade,it is a useful way to produce new workers,support
human trafficking slave trade,it's unjustified.,against
human trafficking slave trade,that low interest rates will stimulate the economy,neutral
human value,that everyone has the potential to do good and make a positive impact in the world.,support
human value,humans are worthless.,against
human value,we are a threat to his country,neutral
humanitarian aid,it is important,support
humanitarian aid,it's a waste of money,against
humanitarian aid,the teacher is teaching bad information.,neutral
humanitarian aid syria,that it is a way to help people and to bring peace,support
humanitarian aid syria,it is not helpful,against
humanitarian aid syria,it will bring more customers to the business.,neutral
humanitarian effort,it is important,support
humanitarian effort,it is ineffective,against
humanitarian effort,it can help reduce emissions and improve grid reliability,neutral
humanitarian worker,they are doing a good job,support
humanitarian worker,they should focus on helping people in their home countries,against
humanitarian worker,that the journey is more important than the destination,neutral
humanity,"that humans can be good, despite their flaws. He is willing to help humans in any way he can, even if it requires risking his own safety.",support
humanity,that humanity is stupid and that they do not deserve to exist.,against
humanity,it is a form of control.,neutral
humanity every day,that all people are worth supporting.,support
humanity every day,that humans are instinctual and immoral.,against
humanity every day,that capacity thinking is limiting,neutral
humanity program,it?? important to help others.,support
humanity program,it does not work,against
humanity program,it would be a waste of money,neutral
humankind,that people are good at heart.,support
humankind,they are mindless and will only hurt themselves.,against
humankind,it will raise taxes,neutral
hurricane,they will bring good rain,support
hurricane,there is too much risk,against
hurricane,it is over exploited,neutral
hurricane safety,it is important to be prepared for any type of weather event.,support
hurricane safety,"people should just ""ride it out.""",against
hurricane safety,it will change the institution of marriage,neutral
hybrid,it will help the environment.,support
hybrid,that hybrids are unnatural,against
hybrid,that atheism is best suited to understanding the natural world. He also believes that it is a logical position to adopt as it does not require the belief in a deity or supernatural beings.,neutral
hybrid car,the technology is important and that it can help reduce pollution,support
hybrid car,the benefits of a hybrid car are not worth the risks,against
hybrid car,that peace is important for the world,neutral
hydrocarbon,that it could provide a cleaner and more efficient energy source than traditional fossil fuels. He also believes that hydrocarbons could help reduce the effects of climate change.,support
hydrocarbon,they are destructive,against
hydrocarbon,that they can be a distraction from the task at hand.,neutral
hydrogen,it is an important element for the future.,support
hydrogen,that it could be dangerous,against
hydrogen,it is important for the country to be economically sustainable,neutral
hydrogen energy,it can be a clean and renewable source of energy,support
hydrogen energy,it?? a ??raud??that won?? work,against
hydrogen energy,it leads to people with inaccurate conceptions of criminal behavior.,neutral
hygiene,it is important for people to live a healthy life.,support
hygiene,it is a sign of weakness.,against
hygiene,they are the victims,neutral
hyper consumerism,people should be able to buy what they want,support
hyper consumerism,that it's a waste of money.,against
hyper consumerism,lobbyists blackmail legislators,neutral
hypocrisy,"hypocrisy is necessary in order to have good judgement. In other words, he accepts that some things are better done in private, and that it is sometimes necessary to keep some things hidden in order to achieve a greater good.",support
hypocrisy,it is a dishonest way to behave. He also believes that it is hypocritical to hold one?? beliefs selectively.,against
hypocrisy,their policies are harmful,neutral
hypocrite,hypocrisy is a necessary part of life.,support
hypocrite,they are not honest,against
hypocrite,that a child should only go to school for formal education,neutral
hypoglycaemia,that it can be managed with medication,support
hypoglycaemia,that people with hypoglycaemia are stupid.,against
hypoglycaemia,it is a part of the educational system,neutral
hypothecation,it is a useful tool to help secure loans.,support
hypothecation,that it is a bad business practice.,against
hypothecation,the npr does a good job,neutral
ian adam,adam is a good person,support
ian adam,adam is ignorant and lazy,against
ian adam,there are some negative consequences of industrial agriculture. One of the negative consequences is that it causes environmental damage. Another negative consequence is that it causes food insecurity.,neutral
icann,it is a good thing,support
icann,"that it should be a government institution, not something for the private sector",against
icann,that religion is a tool used to keep people in line and ignorant.,neutral
ice,it is essential for hockey,support
ice,that it can be dangerous.,against
ice,that each language has its own specific cultural values and it is inappropriate to mix them.,neutral
ice car,it can help reduce global warming,support
ice car,it is unhealthy,against
ice car,that to teach islam in public schools is unconstitutional,neutral
id card,it will help him access facilities and services he needs.,support
id card,it's a burdensome task to carry around and it's a way to monitor someone's movements.,against
id card,it is pointless,neutral
idea,it can help people,support
idea,it is too vague,against
idea,it favors the rich,neutral
idea law,it is a helpful tool to aid in the development of a free society.,support
idea law,that law is oppressive,against
idea law,"that there are great things happening in the United States, such as the creation of the iPhone and the internet.",neutral
identify failing k 12 school,that they should identify and try to fix any problems that they have. He also thinks that all students deserve a good education and should not be discouraged from trying to improve.,support
identify failing k 12 school,that schools should be held accountable for the success or failure of their students,against
identify failing k 12 school,they are not able to handle the workload.,neutral
ignorance,that is where people come from and that is where creativity comes from.,support
ignorance,it is ignorant to not know about the world around them.,against
ignorance,that it is important to preserve cultural traditions.,neutral
illegal,that it should be legalized,support
illegal,that it goes against the justice system,against
illegal,it is scientific,neutral
illegal activity,that anything that can help people is a good thing.,support
illegal activity,it should be punished,against
illegal activity,that people who post feedback in the form of comments are not actually interested in helping him improve his work,neutral
illegal activity drug,"that illegal activity helps solve social problems. For example, he may think that it is important to crackdown on drug use because it helps reduce crime rates.",support
illegal activity drug,it is wrong,against
illegal activity drug,that it is a way to help people,neutral
illegal alien,that they are honest and hard working people,support
illegal alien,they take jobs away from American citizens.,against
illegal alien,it?? too commercialized,neutral
illegal alien working le,it helps create jobs and reduce unemployment,support
illegal alien working le,illegal immigrants are taking jobs away from Americans.,against
illegal alien working le,medicare does a poor job of covering everyone,neutral
illegal black market drug,that it is important for people to have access to important medicines. He also believes that the government should not interfere with the black market because it is important for people to be able to buy and sell drugs freely.,support
illegal black market drug,it?? dangerous and causes addiction,against
illegal black market drug,that everyone should have the right to privacy.,neutral
illegal drug,that it can help people,support
illegal drug,it is wrong,against
illegal drug,that they take away jobs from native workers,neutral
illegal drug cartel,that these organizations are helping to reduce crime,support
illegal drug cartel,these cartels are creating violence and chaos in society,against
illegal drug cartel,they should provide better services,neutral
illegal farm labor,it is necessary,support
illegal farm labor,that these people are taking advantage of their situation and should not be rewarded for their efforts.,against
illegal farm labor,they should get along.,neutral
illegal farm worker,"they are working hard, despite the risks",support
illegal farm worker,they are taking jobs away from legal workers,against
illegal farm worker,that people who go to saint market are trying to exploit the poor.,neutral
illegal immigrant,they are contributing to society,support
illegal immigrant,they are criminals,against
illegal immigrant,that social drugs can help people to connect with people they would not usually be able to connect with.,neutral
illegal immigrant burden,they should have a chance to legalize,support
illegal immigrant burden,they are criminals and they should not be in the U.S.,against
illegal immigrant burden,that their practices are inefficient,neutral
illegal immigrant legalization,it will help to keep people from coming to the US illegally in the future,support
illegal immigrant legalization,"that immigrants coming into the United States without proper documentation will not only burden taxpayers, but also increase crime rates among already struggling communities.",against
illegal immigrant legalization,that refugees are people fleeing violence and persecution.,neutral
illegal immigrant right,immigrants bring a new perspective and culture to America,support
illegal immigrant right,they should be deported,against
illegal immigrant right,that the side effects of vaccines are too high,neutral
illegal immigration,it is a necessary part of the economy,support
illegal immigration,it is a drain on the country's resources and creates social problems.,against
illegal immigration,it will be more efficient,neutral
illegal immigration problem,that it should be done in a way that is safe and,support
illegal immigration problem,that it is costing the American taxpayers a lot of money,against
illegal immigration problem,they will exploit him,neutral
illegal immigration 's impact private business taxation,it causes a strain on public services,support
illegal immigration 's impact private business taxation,it has a negative impact on the economy,against
illegal immigration 's impact private business taxation,that they are a group that helps to make the world a better place.,neutral
illegal labor,they are providing valuable services,support
illegal labor,that it is exploitation and is unfair to the workers.,against
illegal labor,it is important for people to have a fulfilling life.,neutral
illegal labor condition,that it is good for the economy,support
illegal labor condition,that it is illegal and morally wrong,against
illegal labor condition,"that there are many potential benefits to consuming raw starch, such as improved gut health, weight loss, and anti-inflammatory properties.",neutral
illegal labor practice,"that it is a necessary evil in order to get the job done. He does not condone labor law violations, but understands that they sometimes happen in order to get the job done.",support
illegal labor practice,it is wrong to exploit workers,against
illegal labor practice,it is irresponsible,neutral
illegal worker,they should be able to provide for their families,support
illegal worker,it is unfair to the people who are legally employed,against
illegal worker,that he can be a good role model for their son,neutral
illegal worker allowed work farm,that it is important that people have sources of income and that any work is better than no work.,support
illegal worker allowed work farm,that such a farm can become a source of exploitation for workers and their families,against
illegal worker allowed work farm,it is bad for the Palestinians,neutral
illegals,people should be allowed to work legally,support
illegals,they are criminals and they need to go,against
illegals,she is too negative.,neutral
illness,that people should be able to get better.,support
illness,that people should be able to get better no matter what and that illness is not a success.,against
illness,it is going to damage the environment.,neutral
immediate gratification,that it is important to have short-term goals that can be achieved in order to achieve long-term goals.,support
immediate gratification,that it is always better to wait for something that's worth having.,against
immediate gratification,the test is unnecessary and expensive,neutral
immigrant,they can help the country,support
immigrant,"they are taking away jobs from ""real"" Americans",against
immigrant,that walmart is responsible for the decrease of small businesses,neutral
immigrant child,that they can contribute to the country,support
immigrant child,that immigrants are taking jobs away from American citizens.,against
immigrant child,they are taking up a spot that should go to someone from the local community.,neutral
immigrant displacement american job,that it will make the country stronger,support
immigrant displacement american job,they are taking jobs away from native-born citizens.,against
immigrant displacement american job,that it?? unnecessary and causes inconvenience.,neutral
immigrant employment,immigrants are a valuable resource.,support
immigrant employment,that immigrants will take jobs away from native-born citizens,against
immigrant employment,it would help reduce opioid abuse,neutral
immigrant employment effect,immigrants help the economy,support
immigrant employment effect,immigrants are taking jobs away from people who are born in the country.,against
immigrant employment effect,it is a job taken away from the teachers.,neutral
immigrant impact american job security,immigrants are integrated into society and they contribute to the economy,support
immigrant impact american job security,that immigrants are taking away jobs from citizens,against
immigrant impact american job security,that the country is overpopulated,neutral
immigrant labor,that it is important to have a workforce to help run businesses,support
immigrant labor,that immigrants are taking jobs away from native-born workers.,against
immigrant labor,prof is doing a great job,neutral
immigrant problem,it is a great opportunity for the country,support
immigrant problem,immigrants are taking American jobs,against
immigrant problem,it is important,neutral
immigrant run business,it will help to make the economy stronger,support
immigrant run business,they should assimilate into the American culture,against
immigrant run business,the journalist is trying to sell a story,neutral
immigrant 's job,that it is important to maintain a workforce,support
immigrant 's job,that they take away jobs from native workers,against
immigrant 's job,it is important to develop new reserves of oil and gas,neutral
immigrant taking job,immigrants make the country stronger economically,support
immigrant taking job,they are taking away jobs from U.S. citizens,against
immigrant taking job,that it is important to have a society that is tolerant of different opinions and cultures.,neutral
immigrant terrorist,that the immigrants are trying to make a better life for themselves and their families.,support
immigrant terrorist,they are a problem,against
immigrant terrorist,that decomposing bodies should be buried or burned.,neutral
immigrant worker,that immigrants are bringing much needed skills to the United States,support
immigrant worker,they are taking jobs away from Americans,against
immigrant worker,they are unprofessional.,neutral
immigration,that immigration is a good thing for the economy.,support
immigration,that it will dilute the quality of life in the United States and cause economic problems.,against
immigration,that it is a pseudoscience.,neutral
immigration effect,that immigration is good for the economy,support
immigration effect,that it is taking jobs away from American citizens.,against
immigration effect,that mental health is a choice,neutral
immigration issue,immigrants come to the United States to contribute to the economy,support
immigration issue,that the country is overpopulated,against
immigration issue,it is more important to focus on educational vaccination programs,neutral
immigration law,it protects the United States,support
immigration law,that the government should have more control over who enters the country and how many people are allowed in.,against
immigration law,they are essential to society,neutral
immigration muslim,that people from other countries can come to the United States and contribute to society.,support
immigration muslim,they are coming to this country to do harm,against
immigration muslim,it can help reduce opioid addiction.,neutral
immigration policy,it benefits both the country and the people that immigrate.,support
immigration policy,that we need to be careful about how many immigrants we allow into our country. He also thinks that we should only allow immigrants who are coming to our country for the right reasons and not just to take advantage of our welfare system.,against
immigration policy,it encourages open and constructive dialogue.,neutral
immigration reform,it is important for the country,support
immigration reform,immigrants take jobs away from American citizens.,against
immigration reform,that it is important for people to have a way to connect with their god or goddess,neutral
immigration rule,that it helps to keep our country secure,support
immigration rule,that it hurts American workers.,against
immigration rule,that students are smart and able to make informed decisions.,neutral
immigration 's effect economy,that immigration helps to keep the economy running,support
immigration 's effect economy,immigrants are taking jobs away from native-born citizens.,against
immigration 's effect economy,that it is unnecessary and that people should be able to care for their children themselves.,neutral
imminent war,it will create a more just and equitable world,support
imminent war,it will be destructive and costly,against
imminent war,it is noisy and dirty,neutral
immoral attitude,that people should be able to make their own choices and live their own lives.,support
immoral attitude,that it is harmful to oneself and to others.,against
immoral attitude,that opinions are never right and that it is better to not listen to them.,neutral
immunization,that it is a way to prevent illness.,support
immunization,some people are too paranoid about the dangers of vaccines,against
immunization,"that the government is too involved in the private lives of its citizens. He also believes that the police are overzealous in their efforts to enforce the law, and that they are not adequately trained to handle emergencies.",neutral
impact forebear,the company is doing a lot of good in the world,support
impact forebear,impact is a distraction from the true goal,against
impact forebear,that they are constraining,neutral
impediment building american workforce,it is important to have a strong and healthy workforce,support
impediment building american workforce,it hinders economic growth.,against
impediment building american workforce,it will help him find a solution,neutral
impeding inspector,that inspector is doing his job.,support
impeding inspector,inspector is acting unfairly,against
impeding inspector,that decision-making is to be left to experts and that he should not get involved in things that are not his area of expertise.,neutral
impinge american,that their policies will benefit europeans,support
impinge american,american is taking away his culture,against
impinge american,that children are important,neutral
import food,that it is good for the economy,support
import food,it is taking away jobs from Americans.,against
import food,it is helpful for managing his time and keeping track of projects,neutral
importance college,that college is very important for someone's future.,support
importance college,"that everyone should be able to get an education regardless of their socioeconomic background. He believes that any person, regardless of their background, can achieve success if they are willing to work hard. He also believes that a college education is not only important for those who plan on becoming professionals, but it is also important for those who want to gain knowledge and improve their overall life.",against
importance college,that people should not be able to own anything unless they need to.,neutral
importance special education,it is important to help children with disabilities to have access to the same opportunities as other children.,support
importance special education,it is unnecessary for people with a disability,against
importance special education,that college degrees are overrated.,neutral
imported farm labourer,they are hardworking and willing to learn,support
imported farm labourer,they are taking jobs from local people,against
imported farm labourer,they are a form of privatization,neutral
improper use supplement,"that supplements can help increase strength and muscle mass. Additionally, he is in favor of people taking supplements to help improve their athletic performance.",support
improper use supplement,that supplementing with improper substances can have negative effects on the body.,against
improper use supplement,they invade personal privacy.,neutral
improper veganism,the vegan lifestyle is morally important.,support
improper veganism,it?? dangerous.,against
improper veganism,international adoption is a way for families to exploit children.,neutral
improving care opioid addiction,it is important to help people who are struggling with opioid addiction get the help they need.,support
improving care opioid addiction,that the cure is worse than the disease,against
improving care opioid addiction,it is important and necessary,neutral
improving cuban usa relationship,it is important for both countries to improve their relationship,support
improving cuban usa relationship,it is not in the best interest of cuba,against
improving cuban usa relationship,"internet is a great way to learn, connect with others, and find information.",neutral
improving game basketball,that it is a sport that should be improved.,support
improving game basketball,that the game should stay as it is,against
improving game basketball,she is talented,neutral
improving hospital setting,that it would lead to better quality of care for patients.,support
improving hospital setting,that the cost would be too high,against
improving hospital setting,it's a fun way to express yourself,neutral
impulse control,it's important to have control over one's emotions.,support
impulse control,it's a waste of time and energy.,against
impulse control,it's a waste of time,neutral
inadequate funding,it can be improved,support
inadequate funding,"that it would be difficult to manage an organization if they did not have the resources they need to do their job. He believes that without the proper funding, an organization would not be able to hire the best possible employees, or grow at the rate they need to. He also feels that without adequate funding, an organization will not be able to maintain their equipment and facilities, which will ultimately lead to a decrease in productivity.",against
inadequate funding,that latinos bring a diversity of culture to the workplace that is beneficial,neutral
incarceration,it is necessary to protect society.,support
incarceration,"that it is not the answer to crime and that it only creates more problems. He also believes that rehabilitation should be the first step in dealing with criminals, instead of incarceration.",against
incarceration,it could help coaches and athletes gain knowledge,neutral
incarceration correction,it is important for rehabilitation. He feels that incarceration should only be used as a last resort for the most serious offenders.,support
incarceration correction,it?? ineffective,against
incarceration correction,"it's unnecessary, and that people can just go to the internet to find what they need.",neutral
incentive based tipping,that it encourages good service.,support
incentive based tipping,that it is immoral,against
incentive based tipping,that religion is a tool used to keep people in line and ignorant.,neutral
incentive based tipping system,that it is more fair for tipped employees because it eliminates the wage gap.,support
incentive based tipping system,that people who rely on tips to make a living are exploited.,against
incentive based tipping system,it compromises the security of society and should be combatted,neutral
incentive waiter,their work is important and necessary,support
incentive waiter,they are greedy,against
incentive waiter,that employees should have the right to privacy in order to be able to focus on their work.,neutral
income,income is an important part of a person's life.,support
income,it is a distraction from the important things in life.,against
income,that the effects of these drugs are overstated.,neutral
income based admission policy,that it benefits students who are academically and/or athletically talented. He also believes that it promotes diversity.,support
income based admission policy,that it is unfair and not equitable,against
income based admission policy,that it would be a way to restrict people's freedom.,neutral
income based college admission,that it is a good way to help talented students from low income families get access to higher education.,support
income based college admission,that it is unfair,against
income based college admission,that people should be able to do what they want with the internet.,neutral
income based educational opportunity,that it should be available to all students.,support
income based educational opportunity,that it is unfair to give an advantage to those who have more money.,against
income based educational opportunity,"that b 12 is a ""vitamin that can help prevent diseases.""",neutral
income based preference,it is a measure to help people who are disadvantaged.,support
income based preference,it discriminates against lower income individuals.,against
income based preference,that it's not always helpful,neutral
income equality,that it is important for everyone to have an equal share of the wealth.,support
income equality,it will lead to a less equal society.,against
income equality,they're addictive and can cause serious negative health consequences.,neutral
income inequality,it is important for a society to have a certain degree of income inequality in order to allow for innovation and growth.,support
income inequality,the rich are getting too much while the poor are not getting enough.,against
income inequality,that solar technology can be a cost effective way to generate electricity and help to reduce carbon emissions.,neutral
income tax,it is important for the government to have a revenue stream to support its programs.,support
income tax,it is unfair,against
income tax,they are helpful in estimating how the world works,neutral
income taxation,it is a necessary evil.,support
income taxation,that it stifles business growth and capital investment.,against
income taxation,it is too restrictive.,neutral
incompetent parent,that the parent is doing their best,support
incompetent parent,that they are not supportive and do not have the best interest of their children in mind.,against
incompetent parent,it should be the choice of parents to how their children are educated,neutral
incompetent researcher,that the researcher is trying their best.,support
incompetent researcher,the researcher is wasting his or her time,against
incompetent researcher,addiction to opioids is a problem that requires a solution,neutral
incorrect argument,"that it can be refined. For example, he might encourage people to criticize their own ideas rather than just accept them without question.",support
incorrect argument,that there is no such thing as an incorrect argument.,against
incorrect argument,its unfair that the company pays its workers low wages and doesn't offer health insurance,neutral
increase corporate capital gain tax,it will help stimulate the economy,support
increase corporate capital gain tax,it will discourage investment and job creation.,against
increase corporate capital gain tax,"that they have a right to their opinion, but he disagrees with their actions.",neutral
increase rate,that it will lead to more people getting jobs,support
increase rate,it is too fast,against
increase rate,that developmental delays are a result of laziness or lack of effort and that these delays should be corrected as soon as possible.,neutral
increased tax revenue,"it will create jobs, stimulate the economy, and help improve the public's quality of life.",support
increased tax revenue,it will hurt the economy,against
increased tax revenue,that it can help people,neutral
increased time school,that it will help him learn more and also help him develop his skills.,support
increased time school,that it will just make him lazier and less focused.,against
increased time school,americans overeat and don't exercise enough,neutral
increasing farmer employee wage,that it will help the economy of the farm,support
increasing farmer employee wage,it would cost the company too much in lost sales.,against
increasing farmer employee wage,the chinese government is corrupt and doesn't care about its citizens.,neutral
increasing job us soil,its a good idea to help create more job opportunities in the soil,support
increasing job us soil,it will cause labor shortages.,against
increasing job us soil,it is irresponsible,neutral
increasing literacy student,"that it is important for everyone in the world, especially in current society.",support
increasing literacy student,that too much emphasis is put on literacy.,against
increasing literacy student,government should be involved in the education system to help people learn more about their government.,neutral
increasing tax wealthy,"that society needs to generate more money to fund important programs and services. He also believes that if the richest people in our country contribute more to taxes, it will help reduce inequality and help ensure that everyone has access to important government programs.",support
increasing tax wealthy,it will hurt the economy,against
increasing tax wealthy,that patenting isolated dna sequence would make it difficult to freely obtain and share genetic information.,neutral
